央视卫视,#genre#
CCTV5+,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000246
CCTV5+,http://183.207.249.35/PLTV/3/224/3221227522/index.m3u8
CCTV5,http://183.207.248.35/PLTV/3/224/3221227452/index.m3u8
CCTV5,http://39.135.55.105:6610/PLTV/88888888/224/3221227170/index.m3u8?servicetype=1
CCTV5+,http://39.135.55.105:6610/PLTV/88888888/224/3221226919/index.m3u8?servicetype=1
CCTV16,http://39.135.55.105:6610/PLTV/88888888/224/3221227125/index.m3u8?servicetype=1
北京纪实,http://39.135.55.105:6610/PLTV/88888888/224/3221225944/index.m3u8?servicetype=1
NBA频道,#genre#
[4月6日]7:00骑士vs魔术,https://play.zkshuye.cn/live/sd-2-3612145.m3u8
76人vs步行者,https://play.zkshuye.cn/live/sd-2-3612146.m3u8 
7:30火箭vs篮网,https://play.zkshuye.cn/live/sd-2-3612147.m3u8 
黄蜂vs热火,https://play.zkshuye.cn/live/sd-2-3612148.m3u8 
老鹰vs猛龙,https://play.zkshuye.cn/live/sd-2-3612149.m3u8 
8:00雄鹿vs公牛,https://play.zkshuye.cn/live/sd-2-3612150.m3u8 
奇才vs森林狼,https://play.zkshuye.cn/live/sd-2-3612151.m3u8 
开拓者vs雷霆,https://play.zkshuye.cn/live/sd-2-3612152.m3u8 
9:00马刺vs掘金,https://play.zkshuye.cn/live/sd-2-3612153.m3u8 
灰熊vs爵士,https://play.zkshuye.cn/live/sd-2-3612154.m3u8 
10:00鹈鹕vs国王,https://play.zkshuye.cn/live/sd-2-3612155.m3u8 
10:30湖人vs太阳,https://play.zkshuye.cn/live/sd-2-3612156.m3u8 
[4月7日]7:00独行侠vs活塞,https://play.zkshuye.cn/live/sd-2-3612157.m3u8 
7:30篮网 vs尼克斯,https://play.zkshuye.cn/live/sd-2-3612158.m3u8
8:00奇才vs老鹰,https://play.zkshuye.cn/live/sd-2-3612159.m3u8
凯尔特人vs公牛,https://play.zkshuye.cn/live/sd-2-3612160.m3u8
9:00雷霆vs爵士,https://play.zkshuye.cn/live/sd-2-3612161.m3u8
10:00太阳vs快船,https://play.zkshuye.cn/live/sd-2-3612162.m3u8
[4月8日]7:00魔术vs黄蜂,https://play.zkshuye.cn/live/sd-2-3612163.m3u8
7:30凯尔特人vs雄鹿,https://play.zkshuye.cn/live/sd-2-3612164.m3u8
76人vs猛龙,https://play.zkshuye.cn/live/sd-2-3612165.m3u8
8:00马刺vs森林狼,https://play.zkshuye.cn/live/sd-2-3612166.m3u8
开拓者vs鹈鹕,https://play.zkshuye.cn/live/sd-2-3612167.m3u8
9:00灰熊vs掘金,https://play.zkshuye.cn/live/sd-2-3612168.m3u8
10:00湖人vs勇士,https://play.zkshuye.cn/live/sd-2-3612169.m3u8
CBA频道,#genre#
[4月1日]
19:35北京vs吉林,https://play.zkshuye.cn/live/sd-2-3656825.m3u8
少儿频道,#genre#
CCTV14,http://tlivectfree-cdn.ysp.cctv.cn/92F10058ED32F272FC76FBD5720BB86F53C7A6535E5AC44D16FDFE790D423E809B48AD715613DA3CF77636F67941655D1EA20277B51D704111A5F69E226402D7A1DB63FBB311A6E69BAFB51EF7A2E27B1DEF838320C4461EAA54B34AC827BF48C15C5C348B895D0796E2D17E52C88E7F030AF8EE7EFB35BA8EBCFF1E11F4EE1D55023CF19D68CE03586CE8C7D01F351C/2000204403.m3u8?from=player&svrtime=1647567566&pid=600001800&cdn=5505
CCTV14,http://39.135.55.105:6610/PLTV/88888888/224/3221227086/index.m3u8?servicetype=1
CCTV14,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8
CCTV14,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231648/index.m3u8
CCTV14,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/index.m3u8
CCTV14,http://117.148.179.175:80/PLTV/88888888/224/3221231648/index.m3u8
CCTV14,http://117.148.179.175/PLTV/88888888/224/3221231648/index.m3u8
CCTV14,http://39.134.67.226/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv14/1.m3u8
CCTV14,http://117.148.179.182/PLTV/88888888/224/3221231648/index.m3u8
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225639/index.m3u8
CCTV14,http://117.169.120.140:8080/live/cctv-14/.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV14,http://39.134.116.30:8080/PLTV/88888888/224/3221225639/index.m3u8
CCTV14,http://iptv.tvfix.org/hls/cctv14hd.m3u8
黑莓动画,http://39.134.115.163:8080/PLTV/88888910/224/3221225672/index.m3u8
黑莓动画,http://183.207.249.15/PLTV/3/224/3221225555/index.m3u8
黑莓动画,http://111.40.196.27/PLTV/88888888/224/3221225628/index.m3u8
黑莓动画,http://39.134.116.30:8080/PLTV/88888888/224/3221225672/index.m3u8
黑莓动画,http://39.135.138.58:18890/PLTV/88888888/224/3221225672/1.m3u8
金鹰卡通,http://39.135.138.59:18890/PLTV/88888888/224/3221225721/index.m3u8
少儿,http://111.40.196.27/PLTV/88888888/224/3221225632/index.m3u8
江西少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls
北京少儿,http://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8?time=
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
成人频道,#genre#
樱花台欧美版,http://live.redtraffic.xyz:80/russian.m3u8
一本道欧美版,http://live.redtraffic.xyz:80/bigass.m3u8
松视1欧美版,http://live.redtraffic.xyz:80/fetish.m3u8
潘多拉欧美版,http://live.redtraffic.xyz:80/pornstar.m3u8
肛交,http://cdn.adultiptv.net/anal.m3u8
巨尻,http://cdn.adultiptv.net/bigass.m3u8
合集,http://cdn.adultiptv.net/compilation.m3u8
绿帽,http://cdn.adultiptv.net/cuckold.m3u8
恋物,http://cdn.adultiptv.net/fetish.m3u8
群交,http://cdn.adultiptv.net/gangbang.m3u8
硬核,http://cdn.adultiptv.net/hardcore.m3u8
拉丁,http://cdn.adultiptv.net/latina.m3u8
少妇,http://cdn.adultiptv.net/milf.m3u8
色星,http://cdn.adultiptv.net/pornstar.m3u8
粗暴,http://cdn.adultiptv.net/rough.m3u8
Big Ass,http://cdn.adultiptv.net/bigass.m3u8
Hardcore,http://cdn.adultiptv.net/hardcore.m3u8
Rough,http://cdn.adultiptv.net/rough.m3u8
